text,label
"Remarkable innovation. From unboxing to usage, it's a superior experience. Definitely worth it.",fake
Great headphones with amazing sound quality and noise cancellation. No complaints.,real
This phone exceeded my expectations. The battery lasts all day and the camera is fantastic. Highly recommended.,real
Excellent customer service and the product works as described..,real
Great headphones with amazing sound quality and noise cancellation. Definitely worth it.,real
This phone exceeded my expectations. The battery lasts all day and the camera is fantastic. No complaints.,real
An indispensable item. I can't imagine my life without it now. Highly recommended.,fake
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. Not bad.,fake
"Remarkable innovation. From unboxing to usage, it's a superior experience. No complaints.",fake
This revolutionary gadget delivers unparalleled performance and functionality. Not bad.,fake
This book was a thrilling read from start to finish. Highly recommended! Highly recommended.,real
"Remarkable innovation. From unboxing to usage, it's a superior experience. Definitely worth it.",fake
The vacuum cleaner is powerful and lightweight. Perfect for daily use. No complaints.,real
This phone exceeded my expectations. The battery lasts all day and the camera is fantastic. No complaints.,real
"I recently acquired this item and I must say, it has surpassed all conceivable expectations. Five stars.",fake
"Remarkable innovation. From unboxing to usage, it's a superior experience. Would buy again.",fake
"After extensive usage, I can confidently affirm this is among the finest purchases I've made. Definitely worth it.",fake
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. It's okay.,fake
This book was a thrilling read from start to finish. Highly recommended! No complaints.,real
The vacuum cleaner is powerful and lightweight. Perfect for daily use..,real
An extraordinary product experience that seamlessly blends form and function. Highly recommended.,fake
This is my go-to moisturizer. It's lightweight and hydrates all day. No complaints.,real
The chair was easy to assemble and very comfortable to sit on for long hours. Not bad.,real
The vacuum cleaner is powerful and lightweight. Perfect for daily use. Definitely worth it.,real
This book was a thrilling read from start to finish. Highly recommended! Highly recommended.,real
"I recently acquired this item and I must say, it has surpassed all conceivable expectations. It's okay.",fake
Fantastic quality screen. The display is crisp and colors are vibrant. It's okay.,real
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. It's okay.,fake
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. Highly recommended.,fake
Great headphones with amazing sound quality and noise cancellation. Works great for me.,real
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. Works great for me.,fake
"Remarkable innovation. From unboxing to usage, it's a superior experience. Definitely worth it.",fake
An indispensable item. I can't imagine my life without it now. Works great for me.,fake
This smartwatch tracks fitness well and has a sleek design. Five stars.,real
The chair was easy to assemble and very comfortable to sit on for long hours. Five stars.,real
Truly outstanding. The craftsmanship is second to none and it offers tremendous value. Pretty solid overall.,fake
This book was a thrilling read from start to finish. Highly recommended! It's okay.,real
The chair was easy to assemble and very comfortable to sit on for long hours. It's okay.,real
This device has transformed my daily routine with its intuitive and elegant design. No complaints.,fake
An indispensable item. I can't imagine my life without it now. Pretty solid overall.,fake
"I recently acquired this item and I must say, it has surpassed all conceivable expectations. Five stars.",fake
The chair was easy to assemble and very comfortable to sit on for long hours. Pretty solid overall.,real
Excellent customer service and the product works as described..,real
"I love this coffee maker. It's quick, quiet, and makes a great cup every time. Highly recommended.",real
An extraordinary product experience that seamlessly blends form and function. Definitely worth it.,fake
Fantastic quality screen. The display is crisp and colors are vibrant. Would buy again.,real
Excellent customer service and the product works as described. Would buy again.,real
"After extensive usage, I can confidently affirm this is among the finest purchases I've made. Works great for me.",fake
